        0.00000      220.36624
        0.10114      223.47952
        0.20709      226.52008
        0.31245      200.54931
        0.41027      212.69283
        0.51174      216.87331
        0.61645      220.36720
        0.71856      221.96979
        0.82246      225.66600
        0.92576      234.24617
        1.03181      226.06726
        1.13392      218.61832
        1.23825      237.45456
        1.34362      231.64796
        1.44744      232.77159
        1.54839      230.60283
        1.65493      235.20744
        1.75844      242.03648
        1.86157      242.16818
        1.96887      245.30270
        2.07385      236.80398
        2.18023      241.86056
        2.28561      245.40798
        2.39289      241.76070
        2.49823      246.99270
        2.60630      245.23428
        2.71378      244.37901
        2.82176      242.85400
        2.92835      243.11173
        3.03720      250.52009
        3.14774      249.80134
        3.25297      251.02390
        3.36753      252.03272
        3.47860      253.47359
        3.58965      257.74126
        3.69241      260.11714
        3.78651      258.05364
        3.86082      252.47489
        3.94388      247.85281
        4.04249      239.17063
        4.14809      231.66188
        4.25372      236.32213
        4.35727      229.35365
        4.46357      224.14510
        4.57084      231.81537
        4.67392      210.04933
        4.78175      231.99047
        4.88708      234.53648
        4.98737      234.73052
        5.09286      222.87650
        5.20018      217.32569
        5.30817      222.51303
        5.41553      209.93634
        5.52114      221.39433
        5.62856      228.46721
        5.73166      219.13376
        5.84053      227.78570
        5.94354      225.07412
        6.05146      222.83733
        6.15633      217.91749
