        0.00000      209.19657
        0.08982      154.20507
        0.19808      151.90755
        0.30358      171.39160
        0.40770      169.28967
        0.51454      173.67852
        0.62015      188.63482
        0.72544      172.15187
        0.82965      182.74074
        0.93530      156.82112
        1.03833      187.81828
        1.14160      173.22319
        1.24649      168.27381
        1.35031      164.90499
        1.45387      168.64289
        1.55911      173.76206
        1.66389      162.96338
        1.76843      165.32607
        1.87415      166.95893
        1.98090      149.58250
        2.08511      177.06952
        2.18908      165.24153
        2.29771      167.75416
        2.40739      165.95052
        2.51772      159.53816
        2.62271      161.51889
        2.73657      151.06671
        2.84258      158.69299
        2.95661      159.43319
        3.08116      146.02262
        3.19267      189.81722
        3.29230      212.79278
        3.39398      231.16178
        3.52895      201.90703
        3.57878      365.74887
        3.63957      403.22612
        3.71035      338.59133
        3.78255      401.79845
        3.82786      260.32037
        3.92080      183.94081
        4.04518      220.07102
        4.13686      195.40054
        4.22874      154.39121
        4.34857      154.74885
        4.46998      148.48198
        4.57944      139.02708
        4.69491      159.04435
        4.80086      144.10689
        4.91595      159.93276
        5.02008      153.82389
        5.13152      179.91849
        5.23596      157.68993
        5.34404      156.32211
        5.44950      166.34334
        5.55251      155.75631
        5.65992      174.34793
        5.76609      143.97568
        5.86973      131.36985
        5.97797      147.28771
        6.08125      152.09940
