        0.00000      236.61885
        0.09090      143.87683
        0.19858      162.93686
        0.30354      193.56097
        0.40884      190.97827
        0.51263      189.25348
        0.61846      198.76236
        0.72254      185.74729
        0.82579      184.58736
        0.92924      197.87924
        1.03486      167.20749
        1.13772      194.79813
        1.24088      209.81512
        1.34507      195.11226
        1.44985      171.20606
        1.55217      214.58504
        1.65732      181.27394
        1.76238      194.67594
        1.86580      207.53190
        1.96983      221.16475
        2.07781      199.00116
        2.18197      198.44815
        2.28897      208.67445
        2.39505      191.16553
        2.50232      197.98951
        2.60688      214.05045
        2.71502      222.28628
        2.82756      201.60764
        2.93608      216.84566
        3.05014      223.77973
        3.16897      242.76274
        3.28125      241.71927
        3.39434      236.95958
        3.51693      281.61855
        3.57129      438.82300
        3.62496      449.83438
        3.68290      432.12129
        3.73833      422.24195
        3.79093      234.03674
        3.92117      231.16329
        4.03010      207.71493
        4.13785      213.65478
        4.25122      199.58432
        4.36690      180.18631
        4.48489      183.72301
        4.58878      169.89833
        4.69990      189.47391
        4.80661      178.90374
        4.91550      192.98722
        5.02186      172.17731
        5.12874      186.27087
        5.23416      173.67146
        5.34018      181.70644
        5.44329      151.56439
        5.54932      159.33746
        5.65490      170.82978
        5.76176      175.03279
        5.86722      197.69711
        5.97322      166.47334
        6.07478      189.15011
