        0.00000      137.38653
        0.12526       20.62689
        0.29161       70.03411
        0.43469       73.50791
        0.58404       77.33867
        0.73331       69.47434
        0.88134       70.19768
        1.03236       66.01281
        1.18940       66.48509
        1.34186       62.20087
        1.50349       67.63004
        1.66370       64.38647
        1.84404       64.13648
        1.93576       86.50923
        2.01728      125.51612
        2.10626      134.64849
        2.19653      109.43604
        2.26063       59.67284
        2.48504       45.06354
        2.80377       63.45906
        2.93023       83.79659
        3.02306      114.31588
        3.11672      125.65103
        3.20563       98.78690
        3.29673       68.95599
        3.44611       67.90157
        3.61866       74.60871
        3.77078       72.43957
        3.92874       78.51828
        4.07985       80.63670
        4.22901       73.78239
        4.38208       80.70400
        4.52686       71.50633
        4.67856       82.07311
        4.82692       80.84576
        4.96982       79.69230
        5.11724       77.71861
        5.26164       75.39059
        5.40825       68.39074
        5.55220       84.58343
