        0.00000       85.76866
        0.14477       72.44320
        0.29390       84.33055
        0.42972       79.64657
        0.57717       75.27427
        0.70945       73.14233
        0.86679       68.08471
        1.00957       69.69685
        1.18310       61.60217
        1.34567       61.71635
        1.55011       43.81220
        1.81136       39.25362
        1.89184       60.99811
        1.89664      146.62226
        1.92090      245.83738
        1.99668      165.72621
        2.08185      226.23383
        2.11997      144.64324
        2.12759       65.02171
        2.20314       39.74977
        2.32560       33.53985
        2.63190       51.61791
        2.82953       73.49065
        2.98715       82.69215
        3.13504       82.10747
        3.28120       91.60341
        3.41945       87.61800
        3.55804       88.77707
        3.69851       88.33952
        3.83722       86.46884
        3.97458       79.09393
        4.11578       82.64537
        4.25083       81.26765
        4.39108       91.82770
        4.52669       85.16368
        4.66120       89.71033
        4.79697       84.60373
        4.93006       90.26757
        5.06893       80.12026
        5.19815       98.17887
