        0.00000      159.03526
        0.09907      152.28588
        0.21163      155.85332
        0.31904      157.28580
        0.42867      154.69909
        0.53834      175.77584
        0.64861      171.09748
        0.75670      179.54753
        0.86719      150.15316
        0.97471      148.25744
        1.08301      146.60164
        1.19043      163.70733
        1.29828      158.18239
        1.40906      167.63935
        1.51799      185.29578
        1.62564      189.08773
        1.73520      186.89692
        1.84482      189.43649
        1.95428      179.15093
        2.06386      193.91117
        2.17600      166.95970
        2.28743      168.05805
        2.39906      180.47556
        2.51034      192.76531
        2.62510      160.44319
        2.73588      183.08233
        2.84655      197.11563
        2.94621      226.07568
        3.03966      239.18157
        3.12526      241.78985
        3.21093      238.21452
        3.30743      227.52400
        3.41385      195.62332
        3.53745      161.50213
        3.66016      162.30481
        3.77554      199.09616
        3.89062      194.41076
        4.01270      166.33220
        4.13266      188.18120
        4.24860      192.71247
        4.35268      216.61912
        4.44781      226.50957
        4.53287      221.74490
        4.62002      203.04528
        4.70887      187.58897
        4.81432      183.33333
        4.92438      162.07137
        5.03430      151.21421
        5.14549      148.92008
        5.26161      185.69680
        5.37327      174.31108
        5.48536      160.85741
        5.59605      172.93161
        5.70504      174.73089
        5.81474      141.24042
        5.92649      152.52773
        6.03588      160.70490
        6.14528      150.08086
        6.25429      163.70996
        6.36063      163.67875
